id,reportId,language,languageStyle,text,originalSyntheticText,sourceType,category,incidentCategory,severity,route,responsibleUnit,technicalIndicators,personalInformationLabels,incidentClusterId,expectedRedactedText,annotatorNotes,split
SYN-502,SYN-502,English,English,An employee used privileged access outside approved duties on student portal,An employee used privileged access outside approved duties on student portal,Email,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-00,An employee used privileged access outside approved duties on student portal,Deterministic synthetic example; human validation required.,train
SYN-626,SYN-626,English,English,I need the help desk opening time; no security incident occurred,I need the help desk opening time; no security incident occurred,PDF,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-13-05,I need the help desk opening time; no security incident occurred,Deterministic synthetic example; human validation required.,train
SYN-470,SYN-470,English,English,Repeated requests overwhelmed library and users cannot connect,Repeated requests overwhelmed library and users cannot connect,TXT,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,,None,CL-10-03,Repeated requests overwhelmed library and users cannot connect,Deterministic synthetic example; human validation required.,train
SYN-154,SYN-154,English,English,Antivirus detected malware on the bursary after an unknown attachment opened Reported by user3@example.test on 08030000003.,Antivirus detected malware on the bursary after an unknown attachment opened Reported by user3@example.test on 08030000003.,Image,Malware,Malware,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-04-00,Antivirus detected malware on the bursary after an unknown attachment opened Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-034,SYN-034,English,English,I received an email asking me to verify my bursary password using https://verify-33.example.test/login Reported by user33@example.test on 08030000033.,I received an email asking me to verify my bursary password using https://verify-33.example.test/login Reported by user33@example.test on 08030000033.,TXT,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,https://verify-33.example.test/login,Email; Nigerian telephone number,CL-01-06,I received an email asking me to verify my bursary password using https://verify-33.example.test/login Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-010,SYN-010,English,English,I received an email asking me to verify my library password using https://verify-9.example.test/login Reported by user9@example.test on 08030000009.,I received an email asking me to verify my library password using https://verify-9.example.test/login Reported by user9@example.test on 08030000009.,Screenshot,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,https://verify-9.example.test/login,Email; Nigerian telephone number,CL-01-01,I received an email asking me to verify my library password using https://verify-9.example.test/login Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-276,SYN-276,English,English,My printer is offline and the help desk page will not load,My printer is offline and the help desk page will not load,PDF,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-05,My printer is offline and the help desk page will not load,Deterministic synthetic example; human validation required.,train
SYN-302,SYN-302,English,English,Confidential records were emailed to the wrong recipient from student portal,Confidential records were emailed to the wrong recipient from student portal,Email,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,None,CL-07-00,Confidential records were emailed to the wrong recipient from student portal,Deterministic synthetic example; human validation required.,train
SYN-208,SYN-208,English,English,My official phone was stolen and it still has access to email,My official phone was stolen and it still has access to email,Web form,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,None,CL-05-01,My official phone was stolen and it still has access to email,Deterministic synthetic example; human validation required.,train
SYN-444,SYN-444,English,English,The finance transfer was redirected after a supplier email change,The finance transfer was redirected after a supplier email change,Email,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-08,The finance transfer was redirected after a supplier email change,Deterministic synthetic example; human validation required.,test
SYN-613,SYN-613,Nigerian Pidgin,Nigerian Pidgin,Abeg how I fit update my contact detail for email Reported by user12@example.test on 08030000012.,Abeg how I fit update my contact detail for email Reported by user12@example.test on 08030000012.,TXT,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,Email; Nigerian telephone number,CL-13-02,Abeg how I fit update my contact detail for email Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-634,SYN-634,English,English,I need the help desk opening time; no security incident occurred Reported by user33@example.test on 08030000033.,I need the help desk opening time; no security incident occurred Reported by user33@example.test on 08030000033.,TXT,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,Email; Nigerian telephone number,CL-13-06,I need the help desk opening time; no security incident occurred Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-514,SYN-514,English,English,An employee used privileged access outside approved duties on bursary,An employee used privileged access outside approved duties on bursary,Offline submission,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-02,An employee used privileged access outside approved duties on bursary,Deterministic synthetic example; human validation required.,train
SYN-562,SYN-562,English,English,The test page reveals software version details at https://verify-11.example.test/login,The test page reveals software version details at https://verify-11.example.test/login,PDF,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-11.example.test/login,None,CL-12-02,The test page reveals software version details at https://verify-11.example.test/login,Deterministic synthetic example; human validation required.,train
SYN-316,SYN-316,English,English,Confidential records were emailed to the wrong recipient from payroll Reported by user15@example.test on 08030000015.,Confidential records were emailed to the wrong recipient from payroll Reported by user15@example.test on 08030000015.,Email,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,Email; Nigerian telephone number,CL-07-03,Confidential records were emailed to the wrong recipient from payroll Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-412,SYN-412,English,English,The finance transfer was redirected after a supplier email change,The finance transfer was redirected after a supplier email change,PDF,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-02,The finance transfer was redirected after a supplier email change,Deterministic synthetic example; human validation required.,train
SYN-574,SYN-574,English,English,The test page reveals software version details at https://verify-23.example.test/login,The test page reveals software version details at https://verify-23.example.test/login,Screenshot,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-23.example.test/login,None,CL-12-04,The test page reveals software version details at https://verify-23.example.test/login,Deterministic synthetic example; human validation required.,train
SYN-671,SYN-671,Nigerian Pidgin,Nigerian Pidgin,Something strange happen for payroll but I no get detail,Something strange happen for payroll but I no get detail,Offline submission,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,None,CL-14-04,Something strange happen for payroll but I no get detail,Deterministic synthetic example; human validation required.,train
SYN-559,SYN-559,Nigerian Pidgin,Nigerian Pidgin,Researcher find input validation problem for bursary,Researcher find input validation problem for bursary,Email,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,,None,CL-12-01,Researcher find input validation problem for bursary,Deterministic synthetic example; human validation required.,train
SYN-481,SYN-481,English,English,Heavy traffic from 192.0.2.31 made payroll unavailable Reported by user30@example.test on 08030000030.,Heavy traffic from 192.0.2.31 made payroll unavailable Reported by user30@example.test on 08030000030.,Screenshot,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.31,Email; Nigerian telephone number,CL-10-06,Heavy traffic from 192.0.2.31 made payroll unavailable Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-468,SYN-468,English,English,Repeated requests overwhelmed email and users cannot connect,Repeated requests overwhelmed email and users cannot connect,Image,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,,None,CL-10-03,Repeated requests overwhelmed email and users cannot connect,Deterministic synthetic example; human validation required.,train
SYN-125,SYN-125,Nigerian Pidgin,Nigerian Pidgin,All file for library don encrypt and message say make we pay ransom Reported by user24@example.test on 08030000024.,All file for library don encrypt and message say make we pay ransom Reported by user24@example.test on 08030000024.,Image,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-03-04,All file for library don encrypt and message say make we pay ransom Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-235,SYN-235,English,English,My official phone was stolen and it still has access to email,My official phone was stolen and it still has access to email,Offline submission,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,None,CL-05-06,My official phone was stolen and it still has access to email,Deterministic synthetic example; human validation required.,train
SYN-494,SYN-494,English,English,Repeated requests overwhelmed bursary and users cannot connect,Repeated requests overwhelmed bursary and users cannot connect,Email,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,,None,CL-10-08,Repeated requests overwhelmed bursary and users cannot connect,Deterministic synthetic example; human validation required.,test
SYN-146,SYN-146,English,English,Files on the payroll are encrypted and a ransom note demands payment Reported by user45@example.test on 08030000045.,Files on the payroll are encrypted and a ransom note demands payment Reported by user45@example.test on 08030000045.,Image,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-03-09,Files on the payroll are encrypted and a ransom note demands payment Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-482,SYN-482,English,English,Repeated requests overwhelmed student portal and users cannot connect,Repeated requests overwhelmed student portal and users cannot connect,Image,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,,None,CL-10-06,Repeated requests overwhelmed student portal and users cannot connect,Deterministic synthetic example; human validation required.,train
SYN-440,SYN-440,English,English,The finance transfer was redirected after a supplier email change Reported by user39@example.test on 08030000039.,The finance transfer was redirected after a supplier email change Reported by user39@example.test on 08030000039.,PDF,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,Email; Nigerian telephone number,CL-09-07,The finance transfer was redirected after a supplier email change Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-695,SYN-695,Nigerian Pidgin,Nigerian Pidgin,Something strange happen for library but I no get detail,Something strange happen for library but I no get detail,Screenshot,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,None,CL-14-08,Something strange happen for library but I no get detail,Deterministic synthetic example; human validation required.,test
SYN-536,SYN-536,English,English,An employee used privileged access outside approved duties on payroll,An employee used privileged access outside approved duties on payroll,Web form,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-07,An employee used privileged access outside approved duties on payroll,Deterministic synthetic example; human validation required.,train
SYN-051,SYN-051,Nigerian Pidgin,Nigerian Pidgin,OTP enter my phone but I no request am and person login my payroll Reported by user0@example.test on 08030000000.,OTP enter my phone but I no request am and person login my payroll Reported by user0@example.test on 08030000000.,Web form,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-02-00,OTP enter my phone but I no request am and person login my payroll Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-133,SYN-133,Nigerian Pidgin,Nigerian Pidgin,Department computer lock and attacker dey demand crypto money,Department computer lock and attacker dey demand crypto money,PDF,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-03-06,Department computer lock and attacker dey demand crypto money,Deterministic synthetic example; human validation required.,train
SYN-230,SYN-230,English,English,The department cannot locate a portable drive used for student records,The department cannot locate a portable drive used for student records,Email,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,None,CL-05-05,The department cannot locate a portable drive used for student records,Deterministic synthetic example; human validation required.,train
SYN-590,SYN-590,English,English,The test page reveals software version details at https://verify-39.example.test/login Reported by user39@example.test on 08030000039.,The test page reveals software version details at https://verify-39.example.test/login Reported by user39@example.test on 08030000039.,PDF,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-39.example.test/login,Email; Nigerian telephone number,CL-12-07,The test page reveals software version details at https://verify-39.example.test/login Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-666,SYN-666,English,English,The screen changed and I am not sure whether it is a security issue Reported by user15@example.test on 08030000015.,The screen changed and I am not sure whether it is a security issue Reported by user15@example.test on 08030000015.,Email,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,Email; Nigerian telephone number,CL-14-03,The screen changed and I am not sure whether it is a security issue Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-531,SYN-531,English,English,A departing staff member copied restricted files from payroll Reported by user30@example.test on 08030000030.,A departing staff member copied restricted files from payroll Reported by user30@example.test on 08030000030.,Screenshot,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,Email; Nigerian telephone number,CL-11-06,A departing staff member copied restricted files from payroll Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-667,SYN-667,Nigerian Pidgin,Nigerian Pidgin,Something strange happen for student portal but I no get detail,Something strange happen for student portal but I no get detail,Screenshot,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,None,CL-14-03,Something strange happen for student portal but I no get detail,Deterministic synthetic example; human validation required.,train
SYN-491,SYN-491,Nigerian Pidgin,Nigerian Pidgin,Plenty traffic from 192.0.2.41 make payroll no dey open,Plenty traffic from 192.0.2.41 make payroll no dey open,TXT,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.41,None,CL-10-08,Plenty traffic from 192.0.2.41 make payroll no dey open,Deterministic synthetic example; human validation required.,test
SYN-578,SYN-578,English,English,The test page reveals software version details at https://verify-27.example.test/login Reported by user27@example.test on 08030000027.,The test page reveals software version details at https://verify-27.example.test/login Reported by user27@example.test on 08030000027.,Offline submission,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-27.example.test/login,Email; Nigerian telephone number,CL-12-05,The test page reveals software version details at https://verify-27.example.test/login Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-690,SYN-690,English,English,The screen changed and I am not sure whether it is a security issue Reported by user39@example.test on 08030000039.,The screen changed and I am not sure whether it is a security issue Reported by user39@example.test on 08030000039.,PDF,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,Email; Nigerian telephone number,CL-14-07,The screen changed and I am not sure whether it is a security issue Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-265,SYN-265,English,English,A scheduled software update restarted the laptop normally,A scheduled software update restarted the laptop normally,Web form,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-02,A scheduled software update restarted the laptop normally,Deterministic synthetic example; human validation required.,train
SYN-538,SYN-538,English,English,An employee used privileged access outside approved duties on email,An employee used privileged access outside approved duties on email,Screenshot,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-07,An employee used privileged access outside approved duties on email,Deterministic synthetic example; human validation required.,train
SYN-408,SYN-408,English,English,The finance transfer was redirected after a supplier email change,The finance transfer was redirected after a supplier email change,Web form,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-01,The finance transfer was redirected after a supplier email change,Deterministic synthetic example; human validation required.,train
SYN-675,SYN-675,Nigerian Pidgin,Nigerian Pidgin,Something strange happen for library but I no get detail Reported by user24@example.test on 08030000024.,Something strange happen for library but I no get detail Reported by user24@example.test on 08030000024.,Image,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,Email; Nigerian telephone number,CL-14-04,Something strange happen for library but I no get detail Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-615,SYN-615,English,English,Please explain how to update my contact details on library,Please explain how to update my contact details on library,Web form,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-13-02,Please explain how to update my contact details on library,Deterministic synthetic example; human validation required.,train
SYN-519,SYN-519,English,English,A departing staff member copied restricted files from bursary Reported by user18@example.test on 08030000018.,A departing staff member copied restricted files from bursary Reported by user18@example.test on 08030000018.,PDF,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,Email; Nigerian telephone number,CL-11-03,A departing staff member copied restricted files from bursary Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-436,SYN-436,English,English,The finance transfer was redirected after a supplier email change,The finance transfer was redirected after a supplier email change,Web form,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-07,The finance transfer was redirected after a supplier email change,Deterministic synthetic example; human validation required.,train
SYN-120,SYN-120,English,English,Every document now has a strange extension and the screen says decrypt,Every document now has a strange extension and the screen says decrypt,TXT,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-03-03,Every document now has a strange extension and the screen says decrypt,Deterministic synthetic example; human validation required.,train
SYN-511,SYN-511,English,English,A departing staff member copied restricted files from payroll,A departing staff member copied restricted files from payroll,Image,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-02,A departing staff member copied restricted files from payroll,Deterministic synthetic example; human validation required.,train
SYN-568,SYN-568,English,English,The test page reveals software version details at https://verify-17.example.test/login,The test page reveals software version details at https://verify-17.example.test/login,Image,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-17.example.test/login,None,CL-12-03,The test page reveals software version details at https://verify-17.example.test/login,Deterministic synthetic example; human validation required.,train
SYN-600,SYN-600,English,English,The test page reveals software version details at https://verify-49.example.test/login,The test page reveals software version details at https://verify-49.example.test/login,Web form,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-49.example.test/login,None,CL-12-09,The test page reveals software version details at https://verify-49.example.test/login,Deterministic synthetic example; human validation required.,test
SYN-409,SYN-409,Nigerian Pidgin,Nigerian Pidgin,Fake invoice change account wey bursary suppose pay,Fake invoice change account wey bursary suppose pay,Email,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-01,Fake invoice change account wey bursary suppose pay,Deterministic synthetic example; human validation required.,train
SYN-093,SYN-093,English,English,I received an OTP I did not request and my email shows a new login Reported by user42@example.test on 08030000042.,I received an OTP I did not request and my email shows a new login Reported by user42@example.test on 08030000042.,Web form,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-02-08,I received an OTP I did not request and my email shows a new login Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-433,SYN-433,Nigerian Pidgin,Nigerian Pidgin,Fake invoice change account wey email suppose pay,Fake invoice change account wey email suppose pay,PDF,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,None,CL-09-06,Fake invoice change account wey email suppose pay,Deterministic synthetic example; human validation required.,train
SYN-473,SYN-473,English,English,Heavy traffic from 192.0.2.23 made email unavailable,Heavy traffic from 192.0.2.23 made email unavailable,Email,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.23,None,CL-10-04,Heavy traffic from 192.0.2.23 made email unavailable,Deterministic synthetic example; human validation required.,train
SYN-373,SYN-373,English,English,An unknown administrator accessed email from 192.0.2.23,An unknown administrator accessed email from 192.0.2.23,Email,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,192.0.2.23,None,CL-08-04,An unknown administrator accessed email from 192.0.2.23,Deterministic synthetic example; human validation required.,train
SYN-378,SYN-378,English,English,Audit logs show an unapproved privileged session on email Reported by user27@example.test on 08030000027.,Audit logs show an unapproved privileged session on email Reported by user27@example.test on 08030000027.,Offline submission,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-08-05,Audit logs show an unapproved privileged session on email Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-026,SYN-026,English,English,A scholarship message sent staff to https://verify-25.example.test/login and requested login details,A scholarship message sent staff to https://verify-25.example.test/login and requested login details,PDF,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,https://verify-25.example.test/login,None,CL-01-05,A scholarship message sent staff to https://verify-25.example.test/login and requested login details,Deterministic synthetic example; human validation required.,train
SYN-317,SYN-317,Nigerian Pidgin,Nigerian Pidgin,Student record for student portal show for public folder,Student record for student portal show for public folder,Screenshot,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,None,CL-07-03,Student record for student portal show for public folder,Deterministic synthetic example; human validation required.,train
SYN-592,SYN-592,English,English,The test page reveals software version details at https://verify-41.example.test/login,The test page reveals software version details at https://verify-41.example.test/login,Offline submission,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,https://verify-41.example.test/login,None,CL-12-08,The test page reveals software version details at https://verify-41.example.test/login,Deterministic synthetic example; human validation required.,test
SYN-145,SYN-145,Nigerian Pidgin,Nigerian Pidgin,Department computer lock and attacker dey demand crypto money,Department computer lock and attacker dey demand crypto money,Screenshot,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-03-08,Department computer lock and attacker dey demand crypto money,Deterministic synthetic example; human validation required.,test
SYN-469,SYN-469,English,English,Heavy traffic from 192.0.2.19 made bursary unavailable Reported by user18@example.test on 08030000018.,Heavy traffic from 192.0.2.19 made bursary unavailable Reported by user18@example.test on 08030000018.,PDF,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.19,Email; Nigerian telephone number,CL-10-03,Heavy traffic from 192.0.2.19 made bursary unavailable Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-679,SYN-679,Nigerian Pidgin,Nigerian Pidgin,Something strange happen for bursary but I no get detail,Something strange happen for bursary but I no get detail,Web form,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,None,CL-14-05,Something strange happen for bursary but I no get detail,Deterministic synthetic example; human validation required.,train
SYN-300,SYN-300,English,English,My printer is offline and the help desk page will not load,My printer is offline and the help desk page will not load,Web form,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-09,My printer is offline and the help desk page will not load,Deterministic synthetic example; human validation required.,test
SYN-551,SYN-551,Nigerian Pidgin,Nigerian Pidgin,Researcher find input validation problem for payroll Reported by user0@example.test on 08030000000.,Researcher find input validation problem for payroll Reported by user0@example.test on 08030000000.,Web form,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,,Email; Nigerian telephone number,CL-12-00,Researcher find input validation problem for payroll Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-571,SYN-571,Nigerian Pidgin,Nigerian Pidgin,Researcher find input validation problem for payroll,Researcher find input validation problem for payroll,Offline submission,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,,None,CL-12-04,Researcher find input validation problem for payroll,Deterministic synthetic example; human validation required.,train
SYN-092,SYN-092,English,English,There was an unusual sign-in from 192.0.2.42 followed by repeated OTP messages,There was an unusual sign-in from 192.0.2.42 followed by repeated OTP messages,Offline submission,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,192.0.2.42,None,CL-02-08,There was an unusual sign-in from 192.0.2.42 followed by repeated OTP messages,Deterministic synthetic example; human validation required.,test
SYN-349,SYN-349,Nigerian Pidgin,Nigerian Pidgin,Student record for bursary show for public folder Reported by user48@example.test on 08030000048.,Student record for bursary show for public folder Reported by user48@example.test on 08030000048.,Offline submission,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,Email; Nigerian telephone number,CL-07-09,Student record for bursary show for public folder Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-079,SYN-079,Nigerian Pidgin,Nigerian Pidgin,Dem change my password without me and now I no fit enter the account,Dem change my password without me and now I no fit enter the account,Web form,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-02-05,Dem change my password without me and now I no fit enter the account,Deterministic synthetic example; human validation required.,train
SYN-654,SYN-654,English,English,The screen changed and I am not sure whether it is a security issue Reported by user3@example.test on 08030000003.,The screen changed and I am not sure whether it is a security issue Reported by user3@example.test on 08030000003.,Image,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,Email; Nigerian telephone number,CL-14-00,The screen changed and I am not sure whether it is a security issue Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-526,SYN-526,English,English,An employee used privileged access outside approved duties on payroll,An employee used privileged access outside approved duties on payroll,PDF,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-05,An employee used privileged access outside approved duties on payroll,Deterministic synthetic example; human validation required.,train
SYN-386,SYN-386,English,English,Audit logs show an unapproved privileged session on payroll,Audit logs show an unapproved privileged session on payroll,Web form,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-08-07,Audit logs show an unapproved privileged session on payroll,Deterministic synthetic example; human validation required.,train
SYN-366,SYN-366,English,English,Audit logs show an unapproved privileged session on payroll Reported by user15@example.test on 08030000015.,Audit logs show an unapproved privileged session on payroll Reported by user15@example.test on 08030000015.,Email,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-08-03,Audit logs show an unapproved privileged session on payroll Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-357,SYN-357,English,English,An unknown administrator accessed student portal from 192.0.2.7 Reported by user6@example.test on 08030000006.,An unknown administrator accessed student portal from 192.0.2.7 Reported by user6@example.test on 08030000006.,Offline submission,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,192.0.2.7,Email; Nigerian telephone number,CL-08-01,An unknown administrator accessed student portal from 192.0.2.7 Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-258,SYN-258,English,English,My printer is offline and the help desk page will not load,My printer is offline and the help desk page will not load,Web form,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-01,My printer is offline and the help desk page will not load,Deterministic synthetic example; human validation required.,train
SYN-407,SYN-407,English,English,A fake invoice changed the payment account for student portal Reported by user6@example.test on 08030000006.,A fake invoice changed the payment account for student portal Reported by user6@example.test on 08030000006.,Offline submission,Payment fraud,Payment fraud,High,Finance Fraud Response Team,Finance Fraud Response Team,,Email; Nigerian telephone number,CL-09-01,A fake invoice changed the payment account for student portal Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-216,SYN-216,English,English,A staff laptop containing institutional files was lost during travel Reported by user15@example.test on 08030000015.,A staff laptop containing institutional files was lost during travel Reported by user15@example.test on 08030000015.,Email,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,Email; Nigerian telephone number,CL-05-03,A staff laptop containing institutional files was lost during travel Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
